bhk,area,price,age,type,locality,region,status
1,656,75.0,1,Apartment,Cidco FAM CHS,Koper Khairane,Ready to move
2,1056,110.00000000000001,1,Apartment,Reputed Builder Krishna Apartment,Koper Khairane,Ready to move
2,1203,100.0,1,Apartment,Reputed Builder Channel Towers,Koper Khairane,Ready to move
3,1108,212.0,0,Apartment,Nirvaana Pearl,Chembur,Under Construction
2,800,105.0,1,Apartment,Shapoorji Pallonji Sarova,Kandivali East,Ready to move
4,2940,690.0,1,Apartment,Ajmera Treon,Wadala,Ready to move
2,920,65.0,1,Apartment,Seasons Orchid,Kalyan West,Ready to move
3,1364,379.0,0,Apartment,Godrej Horizon Phase I,Wadala,Under Construction
1,620,45.5,1,Apartment,Seasons Orchid,Kalyan West,Ready to move
2,1000,475.0,1,Apartment,Reputed Builder Sarita Building,Bandra West,Ready to move
3,1200,670.0,1,Apartment,Swaraj Homes Saidhan Infinity,Khar,Ready to move
2,1050,225.0,0,Apartment,Tridhaatu Aum,Chembur,Under Construction
3,1350,285.0,1,Apartment,Shapoorji Pallonji Alpine Shapoorji Pallonji,Kandivali East,Ready to move
2,600,95.0,1,Apartment,SD Siennaa At Sarova,Kandivali East,Ready to move
1,555,99.0,1,Apartment,Evershine Millennium Paradise,Kandivali East,Ready to move
1,650,45.0,1,Apartment,Reputed Builder Patel Plaza,Kamothe,Ready to move
1,700,250.0,1,Apartment,Reputed Builder Diago Complex,Bandra West,Ready to move
1,650,290.0,1,Apartment,RNA Auroville,Santacruz West,Ready to move
1,650,60.0,1,Apartment,JP North,Mira Road East,Ready to move
2,650,61.3,1,Apartment,JP North,Mira Road East,Ready to move
2,981,90.0,1,Apartment,JP North,Mira Road East,Ready to move
2,981,92.0,1,Apartment,JP North,Mira Road East,Ready to move
2,981,93.0,1,Apartment,JP North,Mira Road East,Ready to move
2,981,95.0,1,Apartment,JP North,Mira Road East,Ready to move
2,810,135.0,1,Apartment,Reputed Builder Yamuna Nagar Society,Andheri West,Ready to move
2,600,145.0,0,Apartment,Sunteck MCGB Staff Gilbird CHSL,Andheri West,Ready to move
1,680,54.99,1,Apartment,JK IRIS,Mira Road East,Under Construction
2,710,145.0,1,Apartment,NARANG REALTY And WADHWA GROUP Asteria by Courtyard,Thane West,Ready to move
6,2000,550.0,0,Apartment,Lodha New Cuffe parade Lodha Evoq,Wadala,Ready to move
2,900,450.0,0,Apartment,Lodha Park,Lower Parel,Ready to move
1,665,37.3,0,Apartment,Shekhar Bhoir Kaneri Heights,Naigaon East,Under Construction
2,885,90.0,1,Apartment,Tanvi Eminence I,Mira Road East,Ready to move
1,596,34.8,0,Apartment,Navkar City Phase 1 And 2,Naigaon East,Under Construction
2,845,45.44,0,Apartment,JSB Nakshatra Aarambh,Naigaon East,Under Construction
3,1345,260.0,0,Apartment,Sonam Indraprasth,Mira Road East,Ready to move
2,1095,112.99999999999999,0,Apartment,Reputed Builder Samriddhi,Mira Road East,Ready to move
2,1250,217.0,1,Apartment,Thakur Vishnu Shivam Tower,Kandivali East,Ready to move
2,600,56.0,0,Apartment,Ravi Gaurav Valley,Mira Road East,Ready to move
2,865,170.0,1,Apartment,Raheja Reflections,Kandivali East,Ready to move
3,1757,289.0,0,Apartment,NARANG REALTY And WADHWA GROUP Asteria by Courtyard,Thane West,Under Construction
2,1798,279.0,0,Apartment,NARANG REALTY And WADHWA GROUP Asteria by Courtyard,Thane West,Under Construction
3,2025,324.0,0,Apartment,NARANG REALTY And WADHWA GROUP Asteria by Courtyard,Thane West,Under Construction
3,1150,430.0,1,Apartment,Lodha Grandeur,Dadar West,Ready to move
4,1600,725.0,1,Apartment,Lodha Marquise,Worli,Ready to move
2,1080,138.0,0,Apartment,Piramal Vaikunth Cluster 2,Thane West,Under Construction
3,1472,208.0,0,Apartment,Piramal Vaikunth Thane,Thane West,Under Construction
2,1097,148.0,0,Apartment,Piramal Vaikunth Thane,Thane West,Under Construction
2,1374,200.0,0,Apartment,Piramal Vaikunth Thane,Thane West,Under Construction
2,900,155.0,1,Apartment,Reputed Builder Vasant Sarita,Kandivali East,Ready to move
4,2717,325.0,0,Apartment,Kalpataru Immensa G,Thane West,Under Construction
2,947,112.00000000000001,0,Apartment,Puraniks Stella Grand Central,Thane West,Under Construction
3,1486,195.0,0,Apartment,Kalpataru Eternia At Kalpataru Parkcity,Thane West,Under Construction
2,902,63.0,1,Apartment,Haware Haware Citi,Thane West,Ready to move
2,1050,195.0,1,Apartment,K Raheja Raheja Residency,Malad East,Ready to move
1,650,46.5,0,Apartment,Shreeji Darshan,Ulwe,Under Construction
4,1300,240.0,0,Apartment,Mass Ionics,Andheri West,Under Construction
1,700,52.0,0,Apartment,Payal Paradise,Ulwe,Under Construction
2,1100,75.0,0,Apartment,Imperial Bhaveshwar Oasis,Ulwe,Ready to move
1,650,46.0,0,Apartment,Imperial Bhaveshwar Oasis,Ulwe,Ready to move
1,550,55.0,1,Apartment,Prescon Prestige Residency,Thane West,Ready to move
1,750,75.0,1,Apartment,Siddhi Highland Park,Thane West,Ready to move
1,500,38.0,0,Apartment,Vihang Marina,Thane West,Under Construction
1,525,39.0,0,Apartment,Vihang Marina,Thane West,Under Construction
2,1000,87.0,1,Apartment,Dosti West County Oak,Thane West,Ready to move
2,1100,100.0,1,Apartment,Cosmos Classique,Thane West,Ready to move
1,770,49.0,1,Apartment,RNA NG Regency,Thane West,Ready to move
1,600,69.0,1,Apartment,Runwal Plaza,Thane West,Ready to move
2,950,95.0,1,Apartment,Reputed Builder Laxmi Park Phase 2,Thane West,Ready to move
2,1000,225.0,1,Apartment,Mayfair Legends,Malad West,Ready to move
1,600,25.0,0,Apartment,Tharwani Vedant Millenia,Titwala,Under Construction
1,600,43.0,0,Apartment,Sunteck West World,Naigaon East,Ready to move
2,632,140.0,1,Apartment,Dosti Estates,Wadala,Ready to move
3,1550,550.0,1,Apartment,Reputed Builder Colombia Apartment,Bandra West,Ready to move
2,902,62.45,1,Apartment,Haware Haware Citi,Thane West,Ready to move
3,1650,335.0,1,Apartment,Sea Gundecha Trillium,Kandivali East,Ready to move
3,1385,325.0,1,Apartment,BREDCO Viceroy Park,Kandivali East,Ready to move
2,1050,187.0,1,Apartment,Lokhandwala Octacrest,Kandivali East,Ready to move
1,555,105.0,1,Apartment,Reputed Builder Evershine Millenium Paradise Phase 1,Kandivali East,Ready to move
2,900,52.4,0,Apartment,Venus Skky City Phase I,Dombivali,Ready to move
1,850,46.89,1,Apartment,Lodha Codename Premier,Dombivali,Ready to move
2,850,132.0,1,Apartment,Vaibhavlaxmi Aurigae Residency,Kandivali East,Ready to move
4,2200,400.0,0,Apartment,Kalpataru Immensa,Thane West,Under Construction
4,3592,965.0,1,Apartment,Raheja Reflections Odyssey,Kandivali East,Ready to move
1,340,32.0,1,Studio Apartment,Royal Palms Summit Apartments,Goregaon East,Ready to move
1,598,98.0,0,Apartment,Tigon Elite,Chembur,Under Construction
3,1500,300.0,1,Apartment,Reputed Builder Grace Vasant Marvel,Kandivali East,Ready to move
3,1105,73.5,1,Apartment,Haware Haware Citi,Thane West,Ready to move
3,985,330.0,1,Apartment,Oberoi Splendor,Jogeshwari East,Ready to move
1,650,56.0,1,Apartment,Puraniks Tokyo Bay Phase 1,Thane West,Ready to move
2,1050,100.0,1,Apartment,Reputed Builder Emerald Isle 2,Goregaon East,Ready to move
1,535,48.0,1,Apartment,Royal Palms Diamond Isle Phase II,Goregaon East,Ready to move
1,620,27.5,1,Apartment,Reputed Builder Jay Vijay Nagri Phase 1,Naigaon East,Ready to move
1,580,24.5,1,Apartment,Reliable Garden,Naigaon East,Ready to move
2,1250,155.0,0,Apartment,Satra Centrio,Chembur,Under Construction
2,1090,165.0,1,Apartment,Lokhandwala Octacrest,Kandivali East,Ready to move
1,602,49.72,1,Apartment,Marathon Nexworld,Dombivali,Ready to move
2,950,56.99,1,Apartment,Lodha Codename Premier,Dombivali,Ready to move
2,1293,67.6,0,Apartment,Lodha The Lodha Palava Township,Dombivali,Ready to move
2,1200,67.85,1,Apartment,Lodha Codename Premier,Dombivali,Ready to move
1,775,42.15,1,Apartment,Lodha Palava Lakeshore Greens,Dombivali,Ready to move
1,822,43.4,0,Apartment,Lodha The Lodha Palava Township,Dombivali,Ready to move
2,1302,71.1,1,Apartment,Lodha Palava Lakeshore Greens,Dombivali,Ready to move
3,1250,240.0,0,Apartment,Prima Upper East 97,Malad East,Ready to move
4,2272,224.00000000000003,0,Apartment,Dynamix Parkwoods,Thane West,Under Construction
2,2272,242.0,0,Apartment,Dynamix Parkwoods D5,Thane West,Under Construction
2,2272,242.0,0,Apartment,Dynamix Parkwoods,Thane West,Under Construction
2,1189,126.0,0,Apartment,Dynamix Parkwoods,Thane West,Under Construction
3,1481,275.0,0,Apartment,Tata Serein Phase 1,Thane West,Under Construction
2,1294,235.0,0,Apartment,Tata Serein Phase 1,Thane West,Under Construction
2,1174,210.0,0,Apartment,Tata Serein Phase 1,Thane West,Under Construction
3,1426,185.0,0,Apartment,Kalpataru Eternia At Kalpataru Parkcity,Thane West,Under Construction
3,1580,459.99999999999994,0,Apartment,RNA NG Eclat,Andheri West,Ready to move
3,1050,189.0,0,Apartment,Sidhivinayak Hill Ridge,Powai,Ready to move
2,600,185.0,0,Apartment,Romell Amore,Jogeshwari West,Ready to move
3,1150,325.0,0,Apartment,Salasar Pride,Andheri East,Ready to move
2,850,215.0,0,Apartment,Pride Park Royale,Andheri East,Ready to move
2,730,150.0,0,Apartment,Halai Riverdale Marol,Andheri East,Ready to move
1,520,121.0,0,Apartment,Shree Naman Premier,Andheri East,Ready to move
2,750,189.0,0,Apartment,Nahar Olivia,Powai,Ready to move
3,1900,320.0,0,Apartment,Siroya Level The Residences,Jogeshwari West,Ready to move
1,559,100.0,0,Apartment,Veeramani Rediant 59,Andheri East,Under Construction
3,1280,290.0,0,Apartment,Pride Park Royale,Andheri East,Ready to move
2,685,145.0,0,Apartment,Venezia Raj Darshan,Andheri East,Under Construction
2,950,229.99999999999997,0,Apartment,K Raheja Ascencio,Powai,Under Construction
2,660,122.0,0,Apartment,Nahar Amrit Shakti,Powai,Under Construction
1,550,110.00000000000001,0,Apartment,Sidhivinayak Hill Ridge,Powai,Ready to move
1,490,120.0,0,Apartment,L And T L&T Veridian At Emerald Isle,Powai,Under Construction
2,600,149.0,0,Apartment,Shree Naman Premier,Andheri East,Ready to move
3,1580,379.0,0,Apartment,K Raheja Ascencio,Powai,Under Construction
2,850,200.0,0,Apartment,Bombay Sahil Exotica,Powai,Ready to move
2,710,153.0,0,Apartment,Romell Orbis,Andheri East,Under Construction
1,550,87.0,0,Apartment,D S 72 Marina Phase I Tierra And Torres,Kurla,Under Construction
1,550,138.0,0,Apartment,Romell Amore,Jogeshwari West,Ready to move
2,665,140.0,0,Apartment,Venezia Raj Darshan,Andheri East,Under Construction
3,950,285.0,0,Apartment,Transcon Triumph Transcon Triumph Tower 3,Andheri West,Under Construction
3,1050,213.0,0,Apartment,Sidhivinayak Hill Ridge,Powai,Ready to move
2,750,159.0,0,Apartment,Veeramani Rediant 59,Andheri East,Under Construction
3,1050,269.0,0,Apartment,Pashmina Pashmina Lake Riviera Codename P L U S H,Powai,Under Construction
2,850,183.0,0,Apartment,Bombay Sahil Exotica,Powai,Ready to move
2,750,165.0,0,Apartment,Shree Naman Premier,Andheri East,Under Construction
1,480,135.0,0,Apartment,Godrej Urban Park,Powai,Under Construction
2,805,189.0,0,Apartment,Pashmina Pashmina Lake Riviera Codename P L U S H,Powai,Under Construction
1,500,120.0,0,Apartment,Transcon Triumph Transcon Triumph Tower 3,Andheri West,Under Construction
1,450,95.0,0,Apartment,MK Gabino,Andheri West,Under Construction
2,780,229.99999999999997,0,Apartment,L And T L&T Veridian At Emerald Isle,Powai,Under Construction
1,450,127.0,0,Apartment,L And T L&T Veridian At Emerald Isle,Powai,Under Construction
2,850,234.0,0,Apartment,Lodha Bel Air,Jogeshwari West,Under Construction
3,1185,299.0,0,Apartment,Godrej Urban Park,Powai,Under Construction
2,750,179.0,0,Apartment,Godrej Urban Park,Powai,Under Construction
2,1136,122.0,0,Apartment,Dynamix Parkwoods,Thane West,Under Construction
4,2591,430.0,0,Apartment,NARANG REALTY And WADHWA GROUP Asteria by Courtyard,Thane West,Under Construction
2,1126,200.0,0,Apartment,Tata Serein Phase 1,Thane West,Under Construction
2,1061,185.0,0,Apartment,Tata Serein Phase 1,Thane West,Under Construction
1,723,118.0,0,Apartment,Tata Serein Phase 1,Thane West,Under Construction
4,2914,670.0,0,Apartment,Tata Serein Phase 1,Thane West,Under Construction
3,1467,202.0,0,Apartment,Piramal Vaikunth Thane,Thane West,Under Construction
1,550,135.0,1,Apartment,Reputed Builder Silver Strip Cooperative Housing Society,Santacruz East,Ready to move
2,990,74.9,0,Apartment,Raj Akshay,Mira Road East,Under Construction
2,950,73.98,1,Apartment,Salangpur Salasar Aangan,Mira Road East,Ready to move
1,750,55.99,0,Apartment,Sanghvi Sanghvi S3 Ecocity Woods,Mira Road East,Under Construction
2,1050,74.99,0,Apartment,Raj Akshay,Mira Road East,Under Construction
2,1050,76.99,1,Apartment,Shree Ramdev Heights,Mira Road East,Under Construction
1,725,56.99,1,Apartment,Shree JP Golden City Complex,Mira Road East,Ready to move
2,980,75.99,1,Apartment,Tanvi Heights,Bhayandar East,Ready to move
2,1050,74.9,1,Apartment,Tanvi Eminence I,Mira Road East,Ready to move
1,710,53.99,1,Apartment,Umiya Oasis,Mira Road East,Under Construction
2,1050,89.99,1,Apartment,Raj Heritage,Mira Road East,Under Construction
2,1050,74.99,1,Apartment,RNA NG N G Tivoli Phase I,Mira Road East,Ready to move
2,1120,79.0,1,Apartment,Shwet Gems Ravechi Deep,Ulwe,Ready to move
1,663,50.0,0,Apartment,Meghna Meghna 7,Kharghar,Ready to move
2,855,65.5,1,Apartment,Meghna Meghna 7,Kharghar,Ready to move
1,678,50.0,1,Apartment,Satyam The Regents park,Taloja,Ready to move
1,938,47.5,0,Apartment,Lodha The Lodha Palava Township,Dombivali,Ready to move
3,1643,89.2,0,Apartment,Lodha The Lodha Palava Township,Dombivali,Ready to move
2,1286,189.0,0,Apartment,NARANG REALTY And WADHWA GROUP Asteria by Courtyard,Thane West,Under Construction
1,551,85.0,0,Apartment,Advait 78 East,Kurla,Under Construction
3,1200,200.0,1,Apartment,Kalpataru Sunrise,Thane West,Ready to move
3,5000,660.0,1,Villa,Cosmos Hawaiian,Thane West,Ready to move
5,3375,1000.0,0,Apartment,Ekta Crest,Chembur,Under Construction
3,1100,500.0,1,Apartment,Mahalakshmi Sai Drishti Apartment,Khar,Ready to move
3,1800,1100.0,1,Apartment,Reputed Builder Nakshatra Apartments,Bandra West,Ready to move
3,1250,650.0,1,Apartment,Reputed Builder Kanti Apartments,Bandra West,Ready to move
3,1250,425.0,1,Apartment,Reputed Builder Sadanand Classic,Khar West,Ready to move
3,1300,375.0,1,Apartment,Reputed Builder Tara Mahal,Khar,Ready to move
2,900,375.0,1,Apartment,Swaraj Homes Shangrila Apartment,Bandra West,Ready to move
3,1600,1900.0,1,Apartment,Swaraj Homes Gold Mist Apartments,Bandra West,Ready to move
3,1450,650.0,1,Apartment,Reputed Builder Razia Manor,Bandra West,Ready to move
3,1350,550.0,1,Apartment,Swaraj Homes Convent View Apartment,Bandra West,Ready to move
1,735,49.79,1,Apartment,Paradise Sai World Dreams,Dombivali,Ready to move
1,700,54.0,1,Apartment,Pragati Infra Crystal,Ulwe,Ready to move
2,1175,88.0,0,Apartment,Progressive Prive,Ulwe,Under Construction
2,745,121.0,1,Apartment,ACME Ozone,Thane West,Ready to move
2,810,178.0,0,Apartment,Kyraa Ariso Apartment,Chembur,Under Construction
2,705,175.0,0,Apartment,I S The Palazzo,Santacruz East,Under Construction
2,750,199.0,0,Apartment,Vaibhavlaxmi Address 51,Bandra East,Under Construction
1,540,80.0,0,Apartment,Buildtech Sky Annex,Chembur,Under Construction
2,807,140.0,0,Apartment,Ekdanta 24 Karat,Kurla,Under Construction
1,522,140.0,1,Apartment,Kamala Clover Grove,Borivali West,Ready to move
3,1450,425.0,1,Apartment,Swaraj Homes Sutrim Apartment,Khar,Ready to move
3,1046,260.0,1,Apartment,Prasham Vishal 2,Borivali West,Ready to move
2,850,325.0,1,Apartment,MM Vijay Deep CHS,Khar,Ready to move
3,1200,500.0,1,Apartment,Swaraj Homes Sai Darshan,Ulwe,Ready to move
1,650,59.0,1,Apartment,JP North,Mira Road East,Ready to move
1,650,59.5,1,Apartment,JP North,Mira Road East,Ready to move
2,650,60.5,1,Apartment,JP North,Mira Road East,Ready to move
3,1385,80.8,1,Apartment,Lodha Codename Premier,Dombivali,Ready to move
3,1305,73.0,1,Apartment,Lodha Codename Premier,Dombivali,Ready to move
1,885,47.13,1,Apartment,Lodha Palava Lakeshore Greens,Dombivali,Ready to move
2,950,57.19,1,Apartment,Lodha Codename Premier,Dombivali,Ready to move
1,600,28.0,1,Apartment,Shree Parasnath Nagari Building No 1,Naigaon East,Ready to move
1,565,31.0,1,Apartment,Ritu Gardenia,Naigaon East,Ready to move
1,565,31.5,0,Apartment,Navkar City Phase 1,Naigaon East,Under Construction
1,510,27.0,1,Apartment,Rashmi Pink City Phase I,Naigaon East,Ready to move
3,1599,180.0,0,Apartment,Risland Risland The Icon,Thane West,Under Construction
2,1054,122.0,0,Apartment,Risland Risland The Icon,Thane West,Under Construction
2,1102,154.0,0,Apartment,Kalpataru Paramount,Thane West,Under Construction
2,1041,139.0,0,Apartment,Kalpataru Paramount,Thane West,Under Construction
4,2328,248.0,0,Apartment,Dynamix Parkwoods,Thane West,Under Construction
2,816,112.00000000000001,0,Apartment,Kalpataru Paramount,Thane West,Under Construction
1,770,79.0,0,Apartment,Siddhi Highland Haven,Thane West,Under Construction
2,984,112.00000000000001,0,Apartment,Siddhi Highland Springs B4 C Wing,Thane West,Under Construction
2,1043,118.0,0,Apartment,Risland Risland The Icon,Thane West,Under Construction
2,890,145.0,0,Apartment,Blue Noir Satra One,Goregaon West,Under Construction
2,829,141.0,0,Apartment,Allure 36 Allure,Goregaon West,Under Construction
1,650,105.0,1,Apartment,Yogsiddhi Sumukh Hills,Kandivali East,Ready to move
1,526,88.0,0,Apartment,Town Ashtha Serene,Goregaon West,Under Construction
2,950,185.0,1,Apartment,Rizvi Oak,Malad East,Ready to move
2,765,125.0,0,Apartment,Town Ashtha Serene Goregaon West,Goregaon West,Under Construction
3,1380,208.0,0,Apartment,Piramal Vaikunth Cluster 2,Thane West,Under Construction
1,730,62.0,0,Apartment,Jangid Sapphire,Mira Road East,Ready to move
1,740,59.0,0,Apartment,Jangid Sapphire,Mira Road East,Ready to move
2,945,198.0,0,Apartment,SD Siennaa At Sarova,Kandivali East,Under Construction
1,700,62.2,1,Apartment,Tanvi Eminence Phase 2,Mira Road East,Ready to move
2,1040,90.1,1,Apartment,SKD Pinnacolo And Pinnacolo NX,Mira Road East,Ready to move
3,1341,130.0,1,Apartment,Reputed Builder Samriddhi,Mira Road East,Ready to move
1,650,59.2,1,Apartment,RNA NG Ocean Pearl,Mira Road East,Ready to move
2,920,109.00000000000001,1,Apartment,Cllaro Urban Grandeur Bldg 2,Mira Road East,Ready to move
3,1250,120.0,1,Apartment,Cllaro Urban Grandeur Bldg 2,Mira Road East,Ready to move
3,1250,121.0,0,Apartment,Cllaro Urban Grandeur Bldg 2,Mira Road East,Ready to move
2,750,66.41,1,Apartment,Raj Akshay,Mira Road East,Ready to move
2,910,97.85,1,Apartment,Raj Akshay,Mira Road East,Ready to move
2,1040,89.5,1,Apartment,SKD Pinnacolo And Pinnacolo NX,Mira Road East,Ready to move
1,738,40.21,0,Apartment,Runwal Gardens Phase 3 Bldg No 27 28,Dombivali,Ready to move
2,1219,68.5,0,Apartment,Reputed Builder Lodha CASA LAKESIDE,Palava,Ready to move
1,630,95.0,1,Apartment,Reputed Builder Shivmandiri CHSL,Sanpada,Ready to move
1,650,95.0,0,Apartment,Harasiddh Viraaj,Malad West,Under Construction
2,1050,150.0,0,Apartment,Harasiddh Viraaj,Malad West,Under Construction
1,655,96.0,0,Apartment,Harasiddh Viraaj,Malad West,Under Construction
3,1700,360.0,1,Apartment,Satellite Satellite Tower,Goregaon East,Ready to move
2,1325,240.0,1,Apartment,Satellite Satellite Tower,Goregaon East,Ready to move
2,1150,175.0,0,Apartment,Dynamix Divum,Goregaon East,Under Construction
3,1372,280.0,0,Apartment,Jyoti Sukriti,Goregaon East,Under Construction
1,540,50.0,1,Apartment,Royal Palms Garden View,Goregaon East,Ready to move
2,1290,190.0,1,Apartment,JP Decks,Malad East,Ready to move
2,900,140.0,0,Apartment,Harasiddh Viraaj,Malad West,Under Construction
1,670,36.21,0,Apartment,Runwal Gardens Phase 3 Bldg No 27 28,Dombivali,Ready to move
2,750,210.0,0,Apartment,Leo Eminence,Bandra Kurla Complex,Under Construction
1,550,135.0,0,Apartment,Leo Eminence,Bandra Kurla Complex,Under Construction
1,630,81.0,1,Apartment,Reputed Builder Regalia CHS,Borivali East,Ready to move
4,1800,680.0,1,Apartment,Reputed Builder Adani Western Heights,Andheri West,Ready to move
2,1290,215.0,1,Apartment,JP Decks,Malad East,Ready to move
2,1250,190.0,1,Apartment,Rashi Tower,Goregaon East,Ready to move
2,1435,254.99999999999997,1,Apartment,DB Woods,Goregaon East,Ready to move
2,1050,200.0,1,Apartment,Satellite Royale,Goregaon East,Ready to move
2,1055,190.0,1,Apartment,Satellite Royale,Goregaon East,Ready to move
2,930,155.0,1,Apartment,Reputed Builder Joy Homes Complex,Bhandup West,Ready to move
1,430,64.0,1,Studio Apartment,Beauty Landmark,Bhandup West,Ready to move
4,3150,1250.0,1,Apartment,Runwal Reserve,Worli,Ready to move
2,1250,140.0,1,Apartment,Omkar Ananta,Goregaon East,Ready to move
3,1375,280.0,0,Apartment,Jyoti Sukriti,Goregaon East,Under Construction
1,861,54.1,0,Apartment,Runwal Gardens Phase 3 Bldg No 29 30,Dombivali,Ready to move
2,920,47.0,0,Apartment,Kohinoor Eden,Kalyan East,Under Construction
1,550,24.0,0,Studio Apartment,Sai Balaji Estate Phase 2,Dombivali,Under Construction
1,600,30.99,0,Apartment,Sai Balaji Estate Phase 2,Dombivali,Under Construction
2,1029,57.99,0,Apartment,Lodha Codename Premier,Dombivali,Ready to move
2,900,150.0,1,Apartment,Rizvi Cedar,Malad East,Ready to move
2,1050,105.0,1,Apartment,Reputed Builder Emerald Isle 2,Goregaon East,Ready to move
3,1300,95.0,1,Apartment,Royal Palms Garden View,Goregaon East,Ready to move
1,555,45.0,1,Apartment,Royal Palms Ruby Isle,Goregaon East,Ready to move
1,390,26.0,1,Studio Apartment,Royal Palms Ruby Isle,Goregaon East,Ready to move
2,990,108.0,1,Apartment,RNA NG Suncity Phase III,Kandivali East,Ready to move
3,1480,345.0,1,Apartment,Lakshachandi Heights,Goregaon East,Ready to move
3,1490,350.0,1,Apartment,Lakshachandi Heights,Goregaon East,Ready to move
2,1128,200.0,0,Apartment,K Raheja Raheja Residency,Malad East,Ready to move
1,670,53.0,1,Apartment,Reputed Builder Gokul Amrut Kamothe,Kamothe,Ready to move
1,680,60.0,1,Apartment,Reputed Builder Parth Complex,Kamothe,Ready to move
1,450,75.0,1,Apartment,Sai Sastha Sai Sastha Heights,Bhandup West,Ready to move
1,930,155.0,1,Apartment,Reputed Builder Joy Homes Complex,Bhandup West,Ready to move
3,1280,187.0,1,Apartment,Lokhandwala Highland,Kandivali East,Ready to move
2,1050,160.0,0,Apartment,Harasiddh Viraaj,Malad West,Under Construction
3,1800,310.0,1,Apartment,MM Spectra,Chembur,Ready to move
3,1100,195.0,1,Apartment,Ashish Swapnalok Towers,Goregaon East,Ready to move
2,1000,220.00000000000003,1,Apartment,Yash Arihant Apartment,Borivali West,Ready to move
1,685,32.5,0,Apartment,Agarwal Solitaire,Virar,Ready to move
1,610,88.0,0,Apartment,AS Roswalt Zaiden,Jogeshwari West,Under Construction
1,610,88.0,0,Apartment,Roswalt Zaiden,Jogeshwari West,Under Construction
2,890,135.0,0,Apartment,Roswalt Zaiden,Jogeshwari West,Under Construction
1,610,79.0,0,Apartment,Avant Hillway,Goregaon East,Under Construction
2,750,78.0,0,Apartment,Kalpataru Parkcity,Thane West,Under Construction
2,1050,88.0,0,Apartment,Dynamix Parkwoods,Thane West,Under Construction
2,1050,114.99999999999999,0,Apartment,Godrej Emerald,Thane West,Under Construction
2,925,57.58,1,Apartment,Runwal Gardens,Dombivali,Ready to move
3,1425,91.26,1,Apartment,Paradise Sai World Dreams,Dombivali,Ready to move
3,2095,131.0,1,Apartment,Paradise Sai World Dreams,Dombivali,Ready to move
3,1643,90.14,0,Apartment,Lodha The Lodha Palava Township,Dombivali,Ready to move
1,846,48.21,1,Apartment,Lodha Codename Premier,Dombivali,Ready to move
2,1190,55.01,1,Apartment,Marathon Nexworld,Dombivali,Ready to move
2,1116,63.5,1,Apartment,Lodha Panacea I,Dombivali,Ready to move
2,1116,63.2,0,Apartment,Lodha Panacea I,Dombivali,Ready to move
1,915,46.15,0,Apartment,Lodha Palava Lakeside A To H,Dombivali,Ready to move
2,1116,61.5,0,Apartment,Lodha Panacea I,Dombivali,Ready to move
2,1116,62.4,1,Apartment,Lodha Panacea I,Dombivali,Ready to move
1,780,75.25,0,Apartment,Lodha Codename Crown Jewel,Thane West,Ready to move
1,720,38.2,0,Apartment,Venus Skky City Phase I,Dombivali,Ready to move
1,1293,62.5,0,Apartment,Ornate Kallisto Phase I,Bhiwandi,Ready to move
2,1400,90.0,0,Apartment,Regency Anantam,Dombivali,Ready to move
1,1135,66.0,0,Apartment,Ornate Kallisto Phase II,Bhiwandi,Ready to move
2,1089,60.0,0,Apartment,Ornate Kallisto Phase II,Bhiwandi,Ready to move
2,952,51.99,0,Apartment,Ornate Kallisto Phase II,Bhiwandi,Ready to move
1,774,43.0,0,Apartment,Ornate Kallisto Phase II,Bhiwandi,Ready to move
1,783,40.0,0,Apartment,Ornate Kallisto Phase I,Bhiwandi,Ready to move
2,972,57.2,0,Apartment,Lodha Palava Premier,Dombivali,Ready to move
3,1348,78.5,0,Apartment,Lodha Palava Premier,Dombivali,Ready to move
2,950,150.0,0,Apartment,Velentine Apartment 1 Wing D,Malad East,Under Construction
2,1250,229.99999999999997,1,Apartment,Sheth Vasant Valley Ivy Tower,Malad East,Ready to move
3,1250,180.0,1,Apartment,Lokhandwala Sapphire Heights,Kandivali East,Ready to move
2,1116,59.99,0,Apartment,Lodha Codename Premier,Dombivali,Ready to move
2,1180,64.99,0,Apartment,Lodha Codename Premier,Dombivali,Ready to move
3,1364,75.99,0,Apartment,Lodha Codename Premier,Dombivali,Ready to move
2,1400,79.99,0,Apartment,Regency Regency Anantam,Dombivali,Ready to move
2,1415,110.00000000000001,0,Apartment,Paradise Sai World City Panvel,Panvel,Ready to move
2,1115,110.00000000000001,0,Apartment,Paradise Sai Symphony,Kharghar,Under Construction
1,600,45.0,0,Apartment,Mahaavir Exotique Phase I,Taloja,Under Construction
3,2200,300.0,1,Apartment,Siddhi Grandeur,Kharghar,Ready to move
1,720,62.0,1,Apartment,Advance Heights,Kharghar,Ready to move
2,1150,85.0,1,Apartment,Hi Tech The Blue Crest,Kharghar,Ready to move
2,1080,105.0,1,Apartment,Mahaavir Heritage,Kharghar,Ready to move
3,1850,200.0,1,Apartment,Paradise Sai Mannat,Kharghar,Ready to move
4,2600,750.0,0,Apartment,Bhagwati Greens 3,Kharghar,Under Construction
3,1750,187.0,1,Apartment,Paradise Sai Miracle,Kharghar,Ready to move
2,1256,130.0,1,Apartment,RS Grandeur,Kharghar,Ready to move
2,1200,85.0,1,Apartment,Proviso Galaxy,Kharghar,Ready to move
